doi,title,known_to_be_open,open_access_status
10.3310/hta19810,The cost-effectiveness of domiciliary non-invasive ventilation in patients with end-stage chronic obstructive pulmonary disease: a systematic review and economic evaluation.,TRUE,Open Access at publisher
10.1016/j.respol.2015.04.004,Assessing an experimental approach to industrial policy evaluation: Applying RCT+ to the case of Creative Credits,FALSE,NA
10.2217/cer.15.38,Systematic overview of cost–effectiveness thresholds in ten countries across four continents,FALSE,NA
10.1007/s10940-014-9236-3,The Effect of Police Body-Worn Cameras on Use of Force and Citizens’ Complaints Against the Police: A Randomized Controlled Trial,FALSE,NA
10.1002/2014wr016874,The science and practice of river restoration,TRUE,Open Access at publisher
10.1016/j.healthpol.2014.12.016,Socio-economic burden of rare diseases: A systematic review of cost of illness evidence,TRUE,Open Access at repository
10.1056/nejmp1500523,A New Initiative on Precision Medicine,TRUE,Open Access at repository
10.1038/nature14956,The quiet revolution of numerical weather prediction,FALSE,NA
10.3390/su7022259,From Theory to Practice: Enhancing the Potential Policy Impact of Industrial Ecology,TRUE,Open Access at publisher
10.1017/s1049023x1400140x,Do You See What I See? Insights from Using Google Glass for Disaster Telemedicine Triage,FALSE,NA
10.1007/s11051-015-2907-7,A review of the use of engineered nanomaterials to suppress plant disease and enhance crop yield,FALSE,NA
10.1097/hmr.0000000000000018,From strategy to action: How top managers’ support increases middle managers’ commitment to innovation implementation in health care organizations,FALSE,NA
10.1097/ncq.0000000000000086,Effectiveness of Structured Hourly Nurse Rounding on Patient Satisfaction and Clinical Outcomes,FALSE,NA
10.5966/sctm.2015-0275,Regenerative Medicine Build‐Out,TRUE,Open Access at repository
10.1007/s10518-015-9795-1,The 2013 European Seismic Hazard Model: key components and results,TRUE,Open Access at publisher
10.1111/agec.12199,Is there a slowdown in agricultural productivity growth in South America?,FALSE,NA
10.1016/j.enpol.2015.08.008,The indirect role of households in shaping US residential energy demand patterns,FALSE,NA
10.1093/scipol/scu091,Heterogeneous effects of financial constraints on innovation: Evidence from Chile,FALSE,NA
10.1016/j.econlet.2015.07.004,The Internet as a general-purpose technology: Firm-level evidence from around the world,FALSE,NA
10.1016/j.actaastro.2015.05.023,"Space and Open Innovation: Potential, limitations and conditions of success",FALSE,NA
10.1007/s10708-014-9599-x,"Rethinking big data in digital humanitarianism: practices, epistemologies, and social relations",FALSE,NA
10.1080/19476337.2015.1035337,Determination of nitrate and nitrite levels in infant foods marketed in Southern Italy,TRUE,Open Access at publisher
10.1038/522020a,"CRISPR, the disruptor",TRUE,Open Access at publisher
10.1016/j.intman.2015.03.004,Success of Crowd-based Online Technology in Fundraising: An Institutional Perspective,TRUE,Open Access at repository
10.1016/j.watres.2015.02.012,"Microplastics in freshwater systems: A review of the emerging threats, identification of knowledge gaps and prioritisation of research needs",FALSE,NA
10.1111/ecoj.12245,Untangling Trade and Technology: Evidence from Local Labour Markets,FALSE,NA
10.1038/cgt.2014.78,Towards a commercial process for the manufacture of genetically modified T cells for therapy,TRUE,Open Access at publisher
10.1093/wber/lhu006,Mobile Phone Coverage and Producer Markets: Evidence from West Africa,TRUE,Open Access at publisher
10.1016/j.techfore.2013.08.025,Diffusion of low-carbon technologies and the feasibility of long-term climate targets,FALSE,NA
10.1016/j.jenvman.2014.01.020,Distribution and dynamics of mangrove forests of South Asia,FALSE,NA
10.1016/j.ssci.2014.05.020,Barriers to OHS interventions in Small and Medium-sized Enterprises,FALSE,NA
10.1111/disa.12092,"Social media and disasters: a functional framework for social media use in disaster planning, response, and research",TRUE,Open Access at publisher
10.1371/journal.pone.0131438,The Potential Impact of Up-Front Drug Sensitivity Testing on India’s Epidemic of Multi-Drug Resistant Tuberculosis,TRUE,Open Access at publisher
10.1093/annhyg/mev066,On the Characterization of the Generation Rate and Size-Dependent Crystalline Silica Content of the Dust from Cutting Fiber Cement Siding.,TRUE,Open Access at repository
10.1377/hlthaff.2015.0481,Measuring Recent Apparent Declines In Longevity: The Role Of Increasing Educational Attainment.,TRUE,Open Access at repository
10.1016/j.tifs.2015.10.007,The role of hazard- and risk-based approaches in ensuring food safety,TRUE,Open Access at publisher
10.1016/j.aap.2015.09.001,NIOSH national survey of long-haul truck drivers: Injury and safety,TRUE,Open Access at repository
10.1080/00220388.2015.1056785,Road Infrastructure and Enterprise Dynamics in Ethiopia,TRUE,Open Access at repository
10.1093/qje/qjv028,The Skill Complementarity of Broadband Internet,TRUE,Open Access at repository
10.1111/sum.12115,Technologies for increasing carbon storage in soil to mitigate climate change,TRUE,Open Access at repository
10.1377/hlthaff.2015.0371,An Integrated Framework For The Prevention And Treatment Of Obesity And Its Related Chronic Diseases,FALSE,NA
10.5437/08956308x5805007,T-Shaped Innovators: Identifying the Right Talent to Support Service Innovation,FALSE,NA
10.1016/j.respol.2015.03.003,"Knowledge stocks, knowledge flows and innovation: Evidence from matched patents and innovation panel data",TRUE,Open Access at repository
10.1086/681641,The Anatomy of French Production Hierarchies,FALSE,NA
10.1098/rspb.2014.2929,Linking effects of anthropogenic debris to ecological impacts,TRUE,Open Access at publisher
10.1038/nature14464,"3.3-million-year-old stone tools from Lomekwi 3, West Turkana, Kenya",FALSE,NA
10.1016/j.agwat.2015.02.003,"Assessing potential water savings in agriculture on the Hai Basin plain, China",FALSE,NA
10.1016/j.envint.2014.11.016,Children's health and vulnerability in outdoor microclimates: A comprehensive review,FALSE,NA
10.1016/j.aap.2014.12.017,Calibration of skill and judgment in driving: Development of a conceptual framework and the implications for road safety,TRUE,Open Access at publisher
10.1016/j.apenergy.2014.10.059,Shale gas technology innovation rate impact on economic Base Case – Scenario model benchmarks,FALSE,NA
10.1080/07377363.2015.998068,Professing Reform While Seeking Acceptance: The Dilemmas of Teaching Accelerated Courses in Higher Education,FALSE,NA
10.1080/1540496x.2015.998080,Long-Term Productivity Effects of Public Support to Innovation in Colombia,FALSE,NA
10.1007/s11528-014-0822-x,Let’s not forget: Learning analytics are about learning,FALSE,NA
10.1021/acs.est.5b00499,Aerobic Bioremediation of PAH Contaminated Soil Results in Increased Genotoxicity and Developmental Toxicity.,TRUE,Open Access at repository
10.1016/j.geoforum.2015.10.013,Exercising power over labour governance in the electronics industry,FALSE,NA
10.1016/j.scitotenv.2015.06.139,A modeling framework for characterizing near-road air pollutant concentration at community scales,FALSE,NA
10.1016/s1470-2045(15)00222-3,Expanding global access to radiotherapy,TRUE,Open Access at repository
10.1111/mice.12105,Simulation‐Based Seismic Risk Assessment of Gas Distribution Networks,FALSE,NA
10.1088/1748-9326/10/5/054001,Tracking urban carbon footprints from production and consumption perspectives,TRUE,Open Access at publisher
10.1038/nbt.3190,Increasing the efficiency of precise genome editing with CRISPR-Cas9 by inhibition of nonhomologous end joining,TRUE,Open Access at repository
10.1073/pnas.1422822112,"Female peers in small work groups enhance women's motivation, verbal participation, and career aspirations in engineering",TRUE,Open Access at publisher
10.1021/acs.est.5b00309,"Effectiveness of chlorine dispensers in emergencies: case study results from Haiti, Sierra Leone, Democratic Republic of Congo, and Senegal.",FALSE,NA
10.1126/science.aab1028,A prudent path forward for genomic engineering and germline gene modification,TRUE,Open Access at repository
10.3109/07434618.2015.1035798,Building Evidence-based Practice in AAC Display Design for Young Children: Current Practices and Future Directions,FALSE,NA
10.1016/j.stem.2015.03.011,New Cell Sources for T Cell Engineering and Adoptive Immunotherapy,TRUE,Open Access at publisher
10.1021/es505362x,Variability in and agreement between modeled and personal continuously measured black carbon levels using novel smartphone and sensor technologies.,FALSE,NA
10.1016/j.celrep.2015.02.040,Targeted Germline Modifications in Rats Using CRISPR/Cas9 and Spermatogonial Stem Cells,TRUE,Open Access at publisher
10.1038/nm.3793,Therapeutic genome editing: prospects and challenges,TRUE,Open Access at repository
10.1038/nature14095,Recoded organisms engineered to depend on synthetic amino acids,TRUE,Open Access at repository
10.1021/es5040969,"Residential tap water contamination following the Freedom Industries chemical spill: perceptions, water quality, and health impacts.",TRUE,Open Access at publisher
10.1155/2015/153402,"Using mHealth to Improve Usage of Antenatal Care, Postnatal Care, and Immunization: A Systematic Review of the Literature",TRUE,Open Access at publisher
10.1371/journal.pone.0138116,Do Interventions that Promote Awareness of Rights Increase Use of Maternity Care Services? A Systematic Review,TRUE,Open Access at publisher
10.1038/nature14136,Genome-scale transcriptional activation by an engineered CRISPR-Cas9 complex,TRUE,Open Access at repository
10.1038/ncomms7989,Targeted DNA degradation using a CRISPR device stably carried in the host genome,TRUE,Open Access at publisher
10.1016/j.jaerosci.2015.09.001,Measurement of transport properties of aerosolized nanomaterials,TRUE,Open Access at repository
10.1126/science.aad1191,Genome-wide inactivation of porcine endogenous retroviruses (PERVs),TRUE,Open Access at repository
10.1126/science.aab4077,Remote control of therapeutic T cells through a small molecule–gated chimeric receptor,TRUE,Open Access at repository
10.1016/j.cell.2015.09.038,Cpf1 Is a Single RNA-Guided Endonuclease of a Class 2 CRISPR-Cas System,TRUE,Open Access at publisher
10.1038/nm.3929,In vivo imaging and tracking of host-microbiota interactions via metabolic labeling of gut anaerobic bacteria,TRUE,Open Access at repository
10.1021/acs.est.5b02237,Breastfeeding as an Exposure Pathway for Perfluorinated Alkylates.,FALSE,NA
10.1080/10962247.2015.1051606,Regulated and unregulated emissions from modern 2010 emissions-compliant heavy-duty on-highway diesel engines,TRUE,Open Access at repository
10.1183/09031936.00043315,The role of eHealth and mHealth in tuberculosis and tobacco control: a WHO/ERS consultation,TRUE,Open Access at publisher
10.1080/02786826.2015.1047012,Measurement of Aircraft Engine Non-Volatile PM Emissions: Results of the Aviation-Particle Regulatory Instrumentation Demonstration Experiment (A-PRIDE) 4 Campaign,TRUE,Open Access at publisher
10.1370/afm.1772,Making Personalized Health Care Even More Personalized: Insights From Activities of the IOM Genomics Roundtable,TRUE,Open Access at publisher
10.1287/mksc.2014.0845,Learning About New Technologies Through Social Networks: Experimental Evidence on Nontraditional Stoves in Bangladesh,FALSE,NA
10.1021/acs.est.5b00904,Engineered crumpled graphene oxide nanocomposite membrane assemblies for advanced water treatment processes.,TRUE,Open Access at publisher
10.1016/j.respol.2015.01.005,An organizational perspective to funding science: Collaborator novelty at DARPA,FALSE,NA
10.1128/mbio.02288-14,High-Throughput Metagenomic Technologies for Complex Microbial Community Analysis: Open and Closed Formats,TRUE,Open Access at publisher
10.7326/m14-1603,"Innovations in data collection, management, and archiving for systematic reviews.",TRUE,Open Access at repository
10.3109/07434618.2014.995779,Using Dynamic Assessment to Evaluate the Expressive Syntax of Children who use Augmentative and Alternative Communication,TRUE,Open Access at repository
10.4161/19420862.2015.989042,The therapeutic monoclonal antibody market.,TRUE,Open Access at publisher
10.1080/15459624.2014.946515,"Characterizing Adoption of Precautionary Risk Management Guidance for Nanomaterials, an Emerging Occupational Hazard",FALSE,NA
10.1682/jrrd.2014.08.0192,Differences in myoelectric and body-powered upper-limb prostheses: Systematic literature review.,TRUE,Open Access at publisher
10.1126/science.aab3782,Democratizing education? Examining access and usage patterns in massive open online courses,TRUE,Open Access at repository
10.1007/s00253-015-6931-4,Highly efficient editing of the actinorhodin polyketide chain length factor gene in Streptomyces coelicolor M145 using CRISPR/Cas9-CodA(sm) combined system,FALSE,NA
10.1186/s12888-015-0678-4,Empirical evidence about recovery and mental health,TRUE,Open Access at publisher
10.1186/s13063-015-0657-6,Evaluating the effect of innovative motivation and supervision approaches on community health worker performance and retention in Uganda and Mozambique: study protocol for a randomised controlled trial,TRUE,Open Access at publisher
10.1186/s12915-015-0161-1,Pest control and resistance management through release of insects carrying a male-selecting transgene,TRUE,Open Access at publisher
10.1557/mrs.2015.268,Advanced lightweight materials and manufacturing processes for automotive applications,TRUE,Open Access at publisher
10.3109/17483107.2014.921246,Prescription and repair rates of prosthetic limbs in the VA healthcare system: implications for national prosthetic parity,FALSE,NA
10.1158/0008-5472.can-14-3321,Multiplex Genome-Edited T-cell Manufacturing Platform for “Off-the-Shelf” Adoptive T-cell Immunotherapies,TRUE,Open Access at publisher
10.1016/s1470-2045(15)00205-3,The expanding role of primary care in cancer control,TRUE,Open Access at repository
10.1126/science.aac7932,Safeguarding gene drive experiments in the laboratory,TRUE,Open Access at repository
10.1021/acs.nanolett.5b01943,"Engineered Phagemids for Nonlytic, Targeted Antibacterial Therapies.",TRUE,Open Access at repository
10.1111/ina.12140,Susceptibility of green and conventional building materials to microbial growth,FALSE,NA
10.1126/science.aaa5945,The mutagenic chain reaction: A method for converting heterozygous to homozygous mutations,TRUE,Open Access at repository
10.1126/science.aaa4967,Adoptive cell transfer as personalized immunotherapy for human cancer,FALSE,NA
10.1175/bams-d-13-00217.1,Eye Tracking: Evaluating the Impact of Gesturing during Televised Weather Forecasts,FALSE,NA
10.1016/j.chom.2015.02.012,Influenza Vaccines: Challenges and Solutions,TRUE,Open Access at publisher
10.3390/ijerph120504533,Common Features of Opportunistic Premise Plumbing Pathogens,TRUE,Open Access at publisher
10.1016/j.system.2014.09.001,"“Contextually” speaking: A survey of pragmatic learning abroad, in class, and online",FALSE,NA
10.1038/nature14121,Biocontainment of genetically modified organisms by synthetic protein design,TRUE,Open Access at repository
10.4161/hv.34313,Effectiveness of interventions that apply new media to improve vaccine uptake and vaccine coverage,TRUE,Open Access at repository
10.2471/blt.15.152744,"The environmental and health impacts of tobacco agriculture, cigarette manufacture and consumption",TRUE,Open Access at publisher
10.1093/jeg/lbu035,Econometric modelling of the regional knowledge production function in Europe,TRUE,Open Access at publisher
10.1016/s0140-6736(15)00946-0,Will Ebola change the game? Ten essential reforms before the next pandemic. The report of the Harvard-LSHTM Independent Panel on the Global Response to Ebola,FALSE,NA
10.1016/j.enpol.2015.06.011,A review of learning rates for electricity supply technologies,FALSE,NA
10.1126/science.aaa6516,The realities of risk-cost-benefit analysis,FALSE,NA
10.1016/j.jclepro.2014.02.022,LCA as a decision support tool for evaluation of best available techniques (BATs) for cleaner production of iron casting,FALSE,NA
10.1016/j.neuron.2015.08.019,Distinct Subpopulations of Nucleus Accumbens Dynorphin Neurons Drive Aversion and Reward,TRUE,Open Access at publisher
10.1016/j.jamcollsurg.2015.05.008,Organizational Culture Changes Result in Improvement in Patient-Centered Outcomes: Implementation of an Integrated Recovery Pathway for Surgical Patients,FALSE,NA
10.3109/07434618.2015.1052152,"Using Visual Scene Displays as Communication Support Options for People with Chronic, Severe Aphasia: A Summary of AAC Research and Future Research Directions",TRUE,Open Access at repository
10.1016/j.cels.2015.06.001,"Programming a Human Commensal Bacterium, Bacteroides thetaiotaomicron, to Sense and Respond to Stimuli in the Murine Gut Microbiota",TRUE,Open Access at publisher
10.2196/jmir.4381,The invisible work of personal health information management among people with multiple chronic conditions: qualitative interview study among patients and providers.,TRUE,Open Access at publisher
10.2337/db14-0635,Engineered Commensal Bacteria Reprogram Intestinal Cells Into Glucose-Responsive Insulin-Secreting Cells for the Treatment of Diabetes,TRUE,Open Access at publisher
10.1007/s12571-015-0440-2,The challenges of sustainably feeding a growing planet,FALSE,NA
10.1007/s10461-014-0853-5,Computer-Based Video to Increase HIV Testing Among Emergency Department Patients Who Decline,TRUE,Open Access at repository
10.1016/j.jen.2014.11.012,Keep It Clean: A Visual Approach to Reinforce Hand Hygiene Compliance in the Emergency Department,FALSE,NA
10.1310/sci2102-110,Time and Effort Required by Persons with Spinal Cord Injury to Learn to Use a Powered Exoskeleton for Assisted Walking.,TRUE,Open Access at repository
10.1080/13669877.2014.896397,Something old and something new: comparing views about nanotechnology and nuclear energy,FALSE,NA
10.1038/nature14188,From circuits to behaviour in the amygdala,TRUE,Open Access at repository
10.1037/a0037461,"Two Brief Interventions to Mitigate a “Chilly Climate” Transform Women’s Experience, Relationships, and Achievement in Engineering.",FALSE,NA
10.1682/jrrd.2014.11.0283,Impact of Michelangelo prosthetic hand: Findings from a crossover longitudinal study.,TRUE,Open Access at publisher
10.1111/hex.12294,Literacy disparities in patient access and health‐related use of Internet and mobile technologies,TRUE,Open Access at repository
10.1002/etc.3132,It is time to develop ecological thresholds of toxicological concern to assist environmental hazard assessment,TRUE,Open Access at publisher
10.1364/optica.2.000950,Image retrodiction at low light levels,FALSE,NA
10.1016/j.ijindorg.2015.08.004,How many patents does it take to signal innovation quality?,TRUE,Open Access at repository
10.1016/j.apenergy.2015.03.044,Can UK passenger vehicles be designed to meet 2020 emissions targets? A novel methodology to forecast fuel consumption with uncertainty analysis,FALSE,NA
10.1016/j.envpol.2015.04.013,Passive control potentials of trees and on-street parked cars in reduction of air pollution exposure in urban street canyons,FALSE,NA
10.1111/gcbb.12205,Bioenergy and climate change mitigation: an assessment,TRUE,Open Access at publisher
10.1093/bmb/ldv037,Social and ethical issues in mitochondrial donation,TRUE,Open Access at publisher
10.1016/j.respol.2015.04.002,Multilevel innovation policy mix: A closer look at state policies that augment the federal SBIR program,FALSE,NA
10.1093/europace/euv109,"Longevity of implantable cardioverter-defibrillators for cardiac resynchronization therapy in current clinical practice: an analysis according to influencing factors, device generation, and manufacturer",TRUE,Open Access at publisher
10.1021/acs.est.5b01364,Gaseous Emissions from Light-Duty Vehicles: Moving from NEDC to the New WLTP Test Procedure.,TRUE,Open Access at publisher
10.1016/j.cels.2015.05.001,Driving Innovation in Health Systems through an Apps-Based Information Economy,TRUE,Open Access at publisher
10.1164/rccm.201410-1924oc,Adopting Clean Fuels and Technologies on School Buses. Pollution and Health Impacts in Children,TRUE,Open Access at repository
10.1016/j.foodchem.2014.12.071,Uncertainties of size measurements in electron microscopy characterization of nanomaterials in foods,FALSE,NA
10.1016/j.drudis.2014.10.008,Racing to define pharmaceutical R&D external innovation models,FALSE,NA
10.1126/science.aaa0201,Where is Silicon Valley?,FALSE,NA
10.1377/hlthaff.2014.1003,Repairing The Broken Market For Antibiotic Innovation,FALSE,NA
10.1377/hlthaff.2014.1010,Transcatheter Valve Therapy Registry Is A Model For Medical Device Innovation And Surveillance,FALSE,NA
10.1080/03069885.2014.939945,Career practitioners' conceptions of competency for social media in career services,TRUE,Open Access at repository
10.3762/bjnano.6.165,The eNanoMapper database for nanomaterial safety information.,TRUE,Open Access at publisher
10.1073/pnas.1521077112,Highly efficient Cas9-mediated gene drive for population modification of the malaria vector mosquito Anopheles stephensi,TRUE,Open Access at publisher
10.1377/hlthaff.2015.0992,"Electronic Health Record Adoption In US Hospitals: Progress Continues, But Challenges Persist",FALSE,NA
10.1186/s13036-015-0001-4,Recent advances in 3D printing of biomaterials,TRUE,Open Access at publisher
10.1186/s13059-015-0796-9,"High-frequency, precise modification of the tomato genome",TRUE,Open Access at publisher
10.1093/jamia/ocv050,Electronic health record usability: analysis of the user-centered design processes of eleven electronic health record vendors,TRUE,Open Access at publisher
10.1038/nbt.3389,DNA-free genome editing in plants with preassembled CRISPR-Cas9 ribonucleoproteins,FALSE,NA
10.1016/j.ecoleng.2015.06.043,"A multiple habitat restoration strategy in a semi-enclosed Florida embayment, combining hydrologic restoration, mangrove propagule plantings and oyster substrate additions",FALSE,NA
10.1002/adfm.201501760,3D Printed Anatomical Nerve Regeneration Pathways,TRUE,Open Access at repository
10.1073/pnas.1504955112,"Increasing disparities between resource inputs and outcomes, as measured by certain health deliverables, in biomedical research",TRUE,Open Access at publisher
10.1038/nrg3956,Genomes by design,TRUE,Open Access at repository
10.1016/j.atmosenv.2014.09.042,Evaluation of operational on-line-coupled regional air quality models over Europe and North America in the context of AQMEII phase 2. Part I: Ozone,TRUE,Open Access at publisher
10.1016/j.jcou.2015.02.003,A model-based analysis of CO2 utilization in methanol synthesis plant,FALSE,NA
10.1007/s10797-014-9328-x,Intellectual property box regimes: effective tax rates and tax policy considerations,TRUE,Open Access at publisher
10.1016/j.drugalcdep.2015.02.036,Mechanisms of change associated with technology-based interventions for substance use,TRUE,Open Access at repository
10.1016/j.renene.2014.10.070,Scaling and commercializing mobile biogas systems in Kenya: A qualitative pilot study,TRUE,Open Access at repository
10.1111/cobi.12397,Ten ways remote sensing can contribute to conservation,FALSE,NA
10.1007/s10803-014-2221-8,Reducing the Need for Personal Supports Among Workers with Autism Using an iPod Touch as an Assistive Technology: Delayed Randomized Control Trial,FALSE,NA
10.1016/j.respol.2014.08.005,The production function of top R&D investors: Accounting for size and sector heterogeneity with quantile estimations,TRUE,Open Access at publisher
10.1016/j.cad.2014.07.006,Cloud-based design and manufacturing: A new paradigm in digital manufacturing and design innovation,TRUE,Open Access at repository
10.1371/journal.pone.0128000,The Academic Advantage: Gender Disparities in Patenting,TRUE,Open Access at publisher
10.1016/j.biortech.2015.09.056,Stochastic techno-economic evaluation of cellulosic biofuel pathways,FALSE,NA
10.1016/j.ecolecon.2015.08.001,Commercial orientation in grassroots social innovation: Insights from the sharing economy,TRUE,Open Access at repository
10.1056/nejmp1505660,"GMOs, Herbicides, and Public Health",FALSE,NA
10.1088/1748-9326/10/8/085002,Climate impact of beef: an analysis considering multiple time scales and production methods without use of global warming potentials,TRUE,Open Access at publisher
10.1016/j.soildyn.2015.03.001,A simplified analysis model for determining the seismic response of buried steel pipes at strike-slip fault crossings,FALSE,NA
10.1007/s12033-015-9869-y,Genetic Engineering Strategies for Enhanced Biodiesel Production,FALSE,NA
10.1016/j.tibtech.2015.04.005,Bioprinting scale-up tissue and organ constructs for transplantation,FALSE,NA
10.1007/s00217-015-2455-5,Direct DNA amplification from virgin olive oil for traceability and authenticity,FALSE,NA
10.1016/j.btre.2015.02.006,Setaria viridis floral-dip: A simple and rapid Agrobacterium-mediated transformation method,TRUE,Open Access at publisher
10.1016/j.foodchem.2014.12.075,"The safety assessment of food ingredients derived from plant cell, tissue and organ cultures: A review",FALSE,NA
10.1111/ruso.12062,"Intellectual Property, Scientific Independence, and the Efficacy and Environmental Impacts of Genetically Engineered Crops",FALSE,NA
10.1111/pbi.12363,The impact of secondary pests on Bacillus thuringiensis (Bt) crops,TRUE,Open Access at publisher
10.1016/j.tplants.2015.02.004,Plant synthetic biology,TRUE,Open Access at publisher
10.1038/nature14123,Agrochemical control of plant water use using engineered abscisic acid receptors,FALSE,NA
10.1016/j.tibtech.2014.12.010,Promises and pitfalls of synthetic chromosomes in plants,FALSE,NA
10.1016/j.rse.2014.10.015,Development of a global inundation map at high spatial resolution from topographic downscaling of coarse-scale remote sensing data,FALSE,NA
10.1016/j.tibtech.2014.11.008,Enabling plant synthetic biology through genome engineering,FALSE,NA
10.1517/17460441.2015.996128,Vaccines ‘on demand’: science fiction or a future reality,TRUE,Open Access at publisher
10.1016/j.jlp.2014.12.006,Seismic damage to pipelines in the framework of Na-Tech risk assessment,FALSE,NA
10.1057/jibs.2014.62,The born global firm: An entrepreneurial and capabilities perspective on early and rapid internationalization,FALSE,NA
10.1016/j.biombioe.2015.09.012,"Availability, supply technology and costs of residual forest biomass for energy – A case study in northern China",FALSE,NA
10.1016/j.cad.2015.04.001,"The status, challenges, and future of additive manufacturing in engineering",FALSE,NA
10.1097/pts.0000000000000077,Integrating Health Information Technology to Achieve Seamless Care Transitions,FALSE,NA
10.1016/j.apergo.2015.04.004,Seat and seatbelt accommodation in fire apparatus: Anthropometric aspects,TRUE,Open Access at repository
10.1016/j.mayocp.2015.07.011,Answers to Common Questions About the Use and Safety of CT Scans,FALSE,NA
10.1377/hlthaff.2015.0365,Key Features Of Peer Support In Chronic Disease Prevention And Management.,FALSE,NA
10.1016/j.apenergy.2015.04.044,"Fuel flexibility, stability and emissions in premixed hydrogen-rich gas turbine combustion: Technology, fundamentals, and numerical simulations",FALSE,NA
10.1016/j.ijmedinf.2015.03.003,Cognitive workload changes for nurses transitioning from a legacy system with paper documentation to a commercial electronic health record,FALSE,NA
10.1016/j.tim.2015.02.006,Multipurpose prevention technologies: the future of HIV and STI protection,TRUE,Open Access at publisher
10.1111/risa.12206,Hypothesis‐Based Weight of Evidence: An Approach to Assessing Causation and its Application to Regulatory Toxicology,TRUE,Open Access at publisher
10.1175/bams-d-13-00274.1,NOAA’s African Desk: Twenty Years of Developing Capacity in Weather and Climate Forecasting in Africa,FALSE,NA
10.1038/nrclinonc.2014.202,Pragmatic issues in biomarker evaluation for targeted therapies in cancer,FALSE,NA
10.1111/tmi.12460,Reframing HIV care: putting people at the centre of antiretroviral delivery,TRUE,Open Access at publisher
10.1175/wcas-d-14-00050.1,Moving toward the Deliberate Coproduction of Climate Science Knowledge,FALSE,NA
10.1126/scitranslmed.aaa3643,Adoptive cellular therapy: A race to the finish line,FALSE,NA
10.5367/oa.2015.0194,The AKIS Concept and its Relevance in Selected EU Member States,FALSE,NA
10.1016/j.socscimed.2014.11.024,Trends and group differences in the association between educational attainment and U.S. adult mortality: Implications for understanding education's causal influence,TRUE,Open Access at repository
10.1088/1748-9326/10/1/014005,Evidence for a wavier jet stream in response to rapid Arctic warming,TRUE,Open Access at publisher
10.1016/j.enbuild.2014.11.067,Simulation of occupancy in buildings,TRUE,Open Access at publisher
10.1002/wcc.324,A critical review of global decarbonization scenarios: what do they tell us about feasibility?,TRUE,Open Access at publisher
10.1056/nejmp1512241,Improving Diagnosis in Health Care — The Next Imperative for Patient Safety,FALSE,NA
10.1016/j.gpb.2015.12.001,Genome Editing and Its Applications in Model Organisms,TRUE,Open Access at publisher
10.1186/s13012-015-0244-y,Hiding in plain sight: communication theory in implementation science,TRUE,Open Access at publisher
10.1111/cobi.12550,Linking ecosystem services and human‐values theory,TRUE,Open Access at publisher
10.1080/19378629.2015.1062506,To see the world anew: learning engineering through a humanistic lens,FALSE,NA
10.1016/j.vaccine.2015.04.095,Clinical performance and safety of adapters for intradermal delivery with conventional and autodisable syringes,FALSE,NA
10.1377/hlthaff.2015.0133,Private payers disagree with Medicare over medical device coverage about half the time.,FALSE,NA
10.1097/ta.0000000000000745,Implementing and preserving the advances in combat casualty care from Iraq and Afghanistan throughout the US Military,FALSE,NA
10.1111/mec.13252,"Connecting genotypes, phenotypes and fitness: harnessing the power of CRISPR/Cas9 genome editing",TRUE,Open Access at publisher
10.1126/science.aaa7048,Identification of molybdenum oxide nanostructures on zeolites for natural gas conversion,FALSE,NA
10.1371/journal.pmed.1001831,A Global Biomedical R&D Fund and Mechanism for Innovations of Public Health Importance,TRUE,Open Access at publisher
10.1016/j.molcel.2015.02.032,Expanding the Biologist’s Toolkit with CRISPR-Cas9,TRUE,Open Access at publisher
10.1016/j.ymben.2015.03.010,Metabolic engineering in methanotrophic bacteria,TRUE,Open Access at publisher
10.1093/scipol/scu042,What do scientists think about the public and does it matter to their online engagement?,TRUE,Open Access at publisher
10.1016/j.amjmed.2014.10.047,Health Care 2020: Reengineering Health Care Delivery to Combat Chronic Disease,TRUE,Open Access at repository
10.1002/hep.27641,Minimum target prices for production of direct‐acting antivirals and associated diagnostics to combat hepatitis C virus,TRUE,Open Access at publisher
10.3109/10408444.2014.999365,Metabolism and metabolites of polychlorinated biphenyls,TRUE,Open Access at repository
10.1002/ajim.22407,Occupational burns treated in emergency departments,TRUE,Open Access at repository
10.1038/nbt.3101,Genome-wide detection of DNA double-stranded breaks induced by engineered nucleases,TRUE,Open Access at repository
10.1097/mlr.0000000000000276,The Role of Health Information Technology in Care Coordination in the United States,FALSE,NA
10.1186/s13012-014-0192-y,Leadership and organizational change for implementation (LOCI): a randomized mixed method pilot study of a leadership and organization development intervention for evidence-based practice implementation,TRUE,Open Access at publisher
10.1007/s11019-015-9656-3,The ethical challenges of the clinical introduction of mitochondrial replacement techniques,TRUE,Open Access at publisher
10.3766/jaaa.14107,Tele-audiology: Expanding Access to Hearing Care and Enhancing Patient Connectivity,FALSE,NA
10.1016/j.aap.2015.06.002,Estimating the safety effects of lane widths on urban streets in Nebraska using the propensity scores-potential outcomes framework,FALSE,NA
10.1007/s00466-015-1170-1,Multiscale modeling of electron beam and substrate interaction: a new heat source model,FALSE,NA
10.1007/s11831-014-9115-y,The Finite Cell Method: A Review in the Context of Higher-Order Structural Analysis of CAD and Image-Based Geometric Models,TRUE,Open Access at publisher
