doi,altmetric_id,altmetric_score,type,article_title,journal_title,journal_volume,journal_issue,page_starts,page_ends,publisher,altmetric_journal_id,total_mentions,print_publication_date,first_seen_on_date,last_mentioned_date,first_author,pdf_url,uri,mendeley_url
10.3310/hta19880,4699849,7.8,article,Issue 88,Health technology assessment : HTA / NHS R & D HTA Programme.,19,88,1,118,NA,4f6fa5e73cf058f61000592b,11,2015-10-29T22:01:16+00:00,2015-10-29T09:36:31+00:00,2018-03-07T22:23,NIHR Journals Library,NA,http://www.journalslibrary.nihr.ac.uk/hta/volume-19/issue-88,http://www.mendeley.com/research/randomised-controlled-trial-clinical-effectiveness-costeffectiveness-levonorgestrelreleasing-intraut-2
10.1080/14693062.2014.953908,7530496,6.0,article,Marginal abatement cost curves and the quality of emission reductions: a case study on Brazil,Climate Policy,15,6,703,723,NA,4f6fa4d73cf058f61000117c,4,2014-11-18T00:00:00+00:00,2016-05-16T15:01:18+00:00,2018-02-27T00:00,Adrien Vogt-Schilb,NA,NA,http://www.mendeley.com/research/marginal-abatement-cost-curves-quality-emission-reductions-case-study-brazil-5
10.1016/j.meteno.2015.04.002,4258918,36.6,article,Field trial evaluation of the accumulation of omega-3 long chain polyunsaturated fatty acids in transgenic Camelina sativa: Making fish oil substitutes in plants,Metabolic Engineering Communications,2,NA,93,98,Elsevier,537f30862a83eeb45a8b4627,32,2015-12-01T00:00:00+00:00,2015-07-09T11:26:27+00:00,2018-05-13T16:07,Sarah Usher,NA,http://linkinghub.elsevier.com/retrieve/pii/S221403011500005X,http://www.mendeley.com/research/field-trial-evaluation-accumulation-omega3-long-chain-polyunsaturated-fatty-acids-transgenic-camelin
10.1016/j.athoracsur.2015.04.056,33278632,3.0,article,Complete Aortic Valve Cusp Replacement in the Pediatric Population Using Tissue-Engineered Bovine Pericardium,The Annals of Thoracic Surgery,100,5,1923,NA,Elsevier,4f6fa60b3cf058f610006a35,1,2015-10-29T00:00:00+00:00,2018-02-16T09:45:43+00:00,2018-02-08T08:55,Domenico Mazzitelli,NA,NA,http://www.mendeley.com/research/complete-aortic-valve-cusp-replacement-pediatric-population-using-tissueengineered-bovine-pericardiu
10.1111/iwj.12395,2937249,51.25,article,"A prospective, randomised, controlled, multi‐centre comparative effectiveness study of healing using dehydrated human amnion/chorion membrane allograft, bioengineered skin substitute or standard of care for treatment of chronic lower extremity diabetic ulcers",International Wound Journal,12,6,724,732,Blackwell Publishing Ltd,4f6fa5e83cf058f6100059c4,12,2014-11-27T00:00:00+00:00,2014-11-30T23:07:00+00:00,2018-01-30T00:00,Zelen CM,http://onlinelibrary.wiley.com/doi/10.1111/iwj.12395/pdf,NA,http://www.mendeley.com/research/prospective-randomised-controlled-multicentre-comparative-effectiveness-study-healing-using-dehydrat-3
10.1111/wrr.12332,4204710,40.18,article,Comparative effectiveness of a bioengineered living cellular construct vs. a dehydrated human amniotic membrane allograft for the treatment of diabetic foot ulcers in a real world setting,Wound Repair & Regeneration,23,5,737,744,NA,4f6fa5163cf058f61000374c,20,2015-06-24T22:04:00+00:00,2015-06-24T10:32:41+00:00,2018-01-30T00:00,"Kirsner, Robert S",http://onlinelibrary.wiley.com/doi/10.1111/wrr.12332/pdf,NA,http://www.mendeley.com/research/comparative-effectiveness-bioengineered-living-cellular-construct-vs-dehydrated-human-amniotic-membr
10.1080/15265161.2015.1104138,4835350,86.15,article,CRISPR Critters and CRISPR Cracks,The American Journal of Bioethics,15,12,11,17,Taylor & Francis,4f6fa4da3cf058f61000159b,36,2015-12-04T22:00:39+00:00,2015-12-03T04:16:04+00:00,2018-01-31T00:13,R. Alta Charo,NA,NA,http://www.mendeley.com/research/crispr-critters-crispr-cracks
10.2217/cer.15.38,20504732,6.5,article,Systematic overview of cost–effectiveness thresholds in ten countries across four continents,Journal of Comparative Effectiveness Research,4,5,NA,NA," Future Medicine Ltd London, UK ",5587ebc22a83ee287f8b4570,3,2015-09-01T00:00:00+00:00,2017-05-26T00:36:07+00:00,2017-12-31T00:00,Ruth Schwarzer,NA,NA,http://www.mendeley.com/research/systematic-overview-costeffectiveness-thresholds-ten-countries-across-four-continents
10.1016/j.respol.2015.04.004,30640230,3.0,article,Assessing an experimental approach to industrial policy evaluation: Applying RCT+ to the case of Creative Credits,Research Policy,NA,NA,NA,NA,NA,4f6fa59a3cf058f610005127,1,2015-10-01T00:00:00+00:00,2017-12-19T03:25:04+00:00,2017-12-12T15:59,Hasan Bakhshi,NA,NA,http://www.mendeley.com/research/assessing-experimental-approach-industrial-policy-evaluation-applying-rct-case-creative-credits
10.1097/ncq.0000000000000086,2699953,16.0,article,Effectiveness of Structured Hourly Nurse Rounding on Patient Satisfaction and Clinical Outcomes,Journal of Nursing Care Quality,Publish Ahead of Print,NA,NA,NA,NA,4f6fa5e93cf058f610005a6e,9,2014-09-18T00:00:00+00:00,2014-09-20T09:42:55+00:00,2017-12-12T13:28,Lisa A. Brosey,http://pdfs.journals.lww.com/jncqjournal/9000/00000/Effectiveness_of_Structured_Hourly_Nurse_Rounding.99736.pdf,NA,http://www.mendeley.com/research/effectiveness-structured-hourly-nurse-rounding-patient-satisfaction-clinical-outcomes
10.1017/s1049023x1400140x,3060832,17.136,article,Do You See What I See? Insights from Using Google Glass for Disaster Telemedicine Triage.,Prehospital and disaster medicine,NA,NA,NA,NA,Cambridge University Press,4f6fa5eb3cf058f610005c49,11,2015-01-09T00:00:00+00:00,2015-01-13T11:53:40+00:00,2017-12-12T13:15,Mark X Cicero,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B585A0A0CDB35667141AFCBC5E888982/S1049023X1400140Xa.pdf/div-class-title-do-you-see-what-i-see-insights-from-using-google-glass-for-disaster-telemedicine-triage-div.pdf,NA,http://www.mendeley.com/research/see-i-see-insights-using-google-glass-disaster-telemedicine-triage
10.1097/hmr.0000000000000018,3780718,5.0,article,From strategy to action: How top managers’ support increases middle managers’ commitment to innovation implementation in health care organizations,Health Care Management Review,40,2,159,168,NA,4f6fa5e73cf058f610005917,7,2014-02-21T00:00:00+00:00,2015-03-12T13:53:09+00:00,2017-12-11T16:28,Birken SA,http://pdfs.journals.lww.com/hcmrjournal/2015/04000/From_strategy_to_action__How_top_managers__support.8.pdf,NA,http://www.mendeley.com/research/strategy-action-top-managers-support-increases-middle-managers-commitment-innovation-implementation
10.1186/s13012-015-0357-3,4845592,26.05,article,Integrating new practices: a qualitative study of how hospital innovations become routine,Implementation Science,10,1,168,NA,BioMed Central Ltd,4f6fa4d03cf058f610000834,49,2015-12-05T00:00:00+00:00,2015-12-06T11:11:07+00:00,2017-12-11T16:28,Amanda L Brewster,http://www.implementationscience.com/content/pdf/s13012-015-0357-3.pdf,NA,http://www.mendeley.com/research/integrating-new-practices-qualitative-study-hospital-innovations-become-routine-5
10.1056/nejmp1500523,3213157,642.052,article,A New Initiative on Precision Medicine.,New England Journal of Medicine,372,9,793,795, Massachusetts Medical Society ,4f6fa50e3cf058f6100031c4,655,2015-01-30T00:00:00+00:00,2015-01-31T20:29:00+00:00,2018-06-12T00:33,Francis S Collins,NA,NA,http://www.mendeley.com/research/new-initiative-precision-medicine-54
10.1038/nature14956,4464984,420.004,article,The quiet revolution of numerical weather prediction,Nature,525,7567,47,55,Nature Publishing Group,4f6fa50a3cf058f610003160,392,2015-09-02T00:00:00+00:00,2015-09-02T17:08:20+00:00,2018-07-06T15:12,Peter Bauer,https://www.nature.com/articles/nature14956.pdf,NA,http://www.mendeley.com/research/quiet-revolution-numerical-weather-prediction-6
10.1177/0730888415618728,6481611,150.902,article,Persistence Is Cultural: Professional Socialization and the Reproduction of Sex Segregation,Work & Occupations,43,2,178,214,"SAGE PublicationsSage CA: Los Angeles, CA",4f6fa4d03cf058f610000776,51,2015-12-16T00:00:00+00:00,2016-04-05T14:02:59+00:00,2018-06-28T21:28,Carroll Seron,http://wox.sagepub.com/content/43/2/178.full.pdf,http://wox.sagepub.com/cgi/doi/10.1177/0730888415618728,http://www.mendeley.com/research/persistence-cultural-professional-socialization-reproduction-sex-segregation
10.1186/s12992-015-0127-7,4613306,109.6,article,The role of trade and investment liberalization in the sugar-sweetened carbonated beverages market: a natural experiment contrasting Vietnam and the Philippines,Globalization and Health,11,1,41,NA,BioMed Central Ltd,4f6fa4d03cf058f610000825,130,2015-10-12T00:00:00+00:00,2015-10-12T09:40:31+00:00,2018-04-05T15:12,Ashley Schram,http://www.globalizationandhealth.com/content/pdf/s12992-015-0127-7.pdf,NA,http://www.mendeley.com/research/role-trade-investment-liberalization-sugarsweetened-carbonated-beverages-market-natural-experiment-c
10.1002/2014wr016874,4335593,7.0,article,The science and practice of river restoration,Water Resources Research,51,8,5974,5997,Wiley-Blackwell,4f6fa57a3cf058f610004d91,6,2015-07-01T00:00:00+00:00,2015-07-28T08:48:47+00:00,2017-10-16T15:29,"Wohl, Ellen",http://onlinelibrary.wiley.com/doi/10.1002/2014WR016874/pdf,NA,http://www.mendeley.com/research/science-practice-river-restoration-8
10.1007/s10940-014-9236-3,2916475,925.156,article,The Effect of Police Body-Worn Cameras on Use of Force and Citizens’ Complaints Against the Police: A Randomized Controlled Trial,Journal of Quantitative Criminology,31,3,509,535,Springer US,4f6fa4f63cf058f610002ef4,411,2014-11-19T00:00:00+00:00,2014-11-23T09:08:08+00:00,2018-03-15T19:21,Barak Ariel,http://link.springer.com/content/pdf/10.1007%2Fs10940-014-9236-3.pdf,http://link.springer.com/10.1007/s10940-014-9236-3,http://www.mendeley.com/research/effect-police-bodyworn-cameras-force-citizens-complaints-against-police-randomized-controlled-trial
10.1016/j.jcf.2015.04.003,3960999,4.25,article,Randomized trial of efficacy and safety of dornase alfa delivered by eRapid nebulizer in cystic fibrosis patients,Journal of Cystic Fibrosis,NA,NA,NA,NA,Elsevier,4f6fa4f03cf058f610002d49,8,2015-05-01T22:04:28+00:00,2015-05-01T14:26:46+00:00,2017-10-11T15:12,"Sawicki, Gregory S",http://www.cysticfibrosisjournal.com/article/S1569199315001034/pdf,NA,http://www.mendeley.com/research/randomized-trial-efficacy-safety-dornase-alfa-delivered-erapid-nebulizer-cystic-fibrosis-patients
10.1007/s11051-015-2907-7,3611165,11.3,article,A review of the use of engineered nanomaterials to suppress plant disease and enhance crop yield,Journal of Nanoparticle Research,NA,NA,NA,NA,Springer Netherlands,4f6fa52c3cf058f610004067,18,2015-02-13T00:00:00+00:00,2015-02-13T21:24:04+00:00,2017-10-05T13:11,Alia Servin,http://link.springer.com/content/pdf/10.1007%2Fs11051-015-2907-7.pdf,NA,http://www.mendeley.com/research/review-engineered-nanomaterials-suppress-plant-disease-enhance-crop-yield
10.1016/j.yrtph.2015.06.001,4367032,6.75,article,Comparative assessment of nanomaterial definitions and safety evaluation considerations,Regulatory Toxicology & Pharmacology: RTP,NA,NA,NA,NA,NA,4f6fa5133cf058f610003443,4,2015-10-01T00:00:00+00:00,2015-08-06T02:35:47+00:00,2018-01-09T04:30,"Boverhof, Darrell R",NA,NA,http://www.mendeley.com/research/comparative-assessment-nanomaterial-definitions-safety-evaluation-considerations
10.1016/j.healthpol.2014.12.016,3081021,15.83,article,Socio-economic burden of rare diseases: A systematic review of cost of illness evidence,Health Policy,NA,NA,NA,NA,Elsevier,4f6fa5933cf058f610004f67,14,2015-07-01T00:00:00+00:00,2015-01-20T12:31:33+00:00,2018-02-27T10:00,Aris Angelis,http://www.healthpolicyjrnl.com/article/S0168851014003509/pdf,NA,http://www.mendeley.com/research/socioeconomic-burden-rare-diseases-systematic-review-cost-illness-evidence-1
10.3310/hta19810,4648713,5.0,article,Issue 81,Health technology assessment : HTA / NHS R & D HTA Programme.,19,81,NA,NA,NA,4f6fa5e73cf058f61000592b,7,NA,2015-10-20T09:19:03+00:00,2017-10-01T01:00,NIHR Journals Library,NA,NA,http://www.mendeley.com/research/costeffectiveness-domiciliary-noninvasive-ventilation-patients-endstage-chronic-obstructive-pulmonar-5
10.1016/j.respol.2015.01.011,4009990,5.35,article,Identifying geographic clusters: A network analytic approach,Research Policy,NA,NA,NA,NA,NA,4f6fa59a3cf058f610005127,4,2015-11-01T00:00:00+00:00,2015-05-19T11:14:30+00:00,2017-09-22T09:31,Roberto Catini,NA,NA,http://www.mendeley.com/research/identifying-geographic-clusters-network-analytic-approach
10.3390/su7022259,3709006,3.5,article,From Theory to Practice: Enhancing the Potential Policy Impact of Industrial Ecology,Sustainability (2071-1050),NA,NA,NA,NA,Multidisciplinary Digital Publishing Institute,4f6fa6c23cf058f610009da5,2,2015-02-17T00:00:00+00:00,2015-02-18T12:27:39+00:00,2017-09-11T21:01,Pauline Deutz,http://www.mdpi.com/2071-1050/7/2/2259/pdf,NA,http://www.mendeley.com/research/theory-practice-enhancing-potential-policy-impact-industrial-ecology-5
10.1016/j.techfore.2013.08.025,1792235,34.1,article,Diffusion of low-carbon technologies and the feasibility of long-term climate targets,Technological Forecasting and Social Change,NA,NA,NA,NA,NA,4f6fa6393cf058f610008af1,9,2013-09-01T00:00:00+00:00,2013-09-30T16:10:19+00:00,2017-08-29T01:00,Gokul Iyer,NA,NA,http://www.mendeley.com/research/diffusion-lowcarbon-technologies-feasibility-longterm-climate-targets
10.1016/j.watres.2015.02.012,3709460,59.764,article,"Microplastics in freshwater systems: A review of the emerging threats, identification of knowledge gaps and prioritisation of research needs",Water Research,75C,NA,63,82,NA,4f6fa5153cf058f610003717,38,2015-02-17T00:00:00+00:00,2015-02-18T13:33:43+00:00,2018-05-10T03:03,Eerkes-Medrano D,NA,http://linkinghub.elsevier.com/retrieve/pii/S0043135415000858,http://www.mendeley.com/research/microplastics-freshwater-systems-review-emerging-threats-identification-knowledge-gaps-prioritisatio-6
10.1371/journal.pone.0131438,4250029,8.1,article,The Potential Impact of Up-Front Drug Sensitivity Testing on India’s Epidemic of Multi-Drug Resistant Tuberculosis,PLoS ONE,10,7,e0131438,NA,Public Library of Science,4f6fa5313cf058f6100043e3,9,2015-07-01T00:00:00+00:00,2015-07-07T04:56:56+00:00,2017-08-11T14:58,Kuldeep Singh Sachdeva,http://journals.plos.org/plosone/article/asset?id=10.1371/journal.pone.0131438.PDF,NA,http://www.mendeley.com/research/potential-impact-upfront-drug-sensitivity-testing-indias-epidemic-multidrug-resistant-tuberculosis
10.1016/j.jenvman.2014.01.020,2291493,7.5,article,Distribution and dynamics of mangrove forests of South Asia,Journal of Environmental Management,148,NA,101,111,Elsevier Ltd,4f6fa4f13cf058f610002d88,6,2014-04-11T23:00:00+00:00,2014-04-20T00:33:44+00:00,2017-07-26T01:50,Giri C,NA,https://pubs.er.usgs.gov/publication/70093447,http://www.mendeley.com/research/distribution-dynamics-mangrove-forests-south-asia-1
10.1093/scipol/scu091,3705496,6.25,article,Heterogeneous effects of financial constraints on innovation: Evidence from Chile,Science & Public Policy (SPP),NA,NA,NA,NA,Oxford University Press,4f6fa5143cf058f6100034df,6,2015-02-16T00:00:00+00:00,2015-02-17T07:37:38+00:00,2017-07-24T22:10,Roberto Álvarez,http://spp.oxfordjournals.org/content/early/2015/02/14/scipol.scu091.full.pdf,NA,http://www.mendeley.com/research/heterogeneous-effects-financial-constraints-innovation-evidence-chile-1
10.1080/19476337.2015.1035337,4787487,3.25,article,Determination of nitrate and nitrite levels in infant foods marketed in Southern Italy,CyTA - Journal of Food,NA,NA,NA,NA,Taylor & Francis,4f6fa4d63cf058f610001147,3,2015-07-09T00:00:00+00:00,2015-11-20T11:03:01+00:00,2017-07-01T01:00,Maria Luisa Cortesi,NA,NA,http://www.mendeley.com/research/determination-nitrate-nitrite-levels-infant-foods-marketed-southern-italy
10.1093/wber/lhu006,2773155,4.0,article,Mobile Phone Coverage and Producer Markets: Evidence from West Africa,World Bank Economic Review,NA,NA,NA,NA,Oxford University Press,4f6fa59b3cf058f61000518d,3,2015-01-01T00:00:00+00:00,2014-10-14T12:35:01+00:00,2017-06-29T19:42,Jenny C. Aker,http://wber.oxfordjournals.org/content/early/2014/10/08/wber.lhu006.full.pdf,NA,http://www.mendeley.com/research/mobile-phone-coverage-producer-markets-evidence-fromwest-africa
10.1111/agec.12199,9661789,7.25,article,Is there a slowdown in agricultural productivity growth in South America?,Agricultural Economics,46,S1,69,81,NA,4f6fa4cc3cf058f61000046d,6,2015-11-27T00:00:00+00:00,2016-07-13T19:36:03+00:00,2017-06-28T06:41,Federico José Trindade,http://onlinelibrary.wiley.com/doi/10.1111/agec.12199/pdf,http://doi.wiley.com/10.1111/agec.12199,http://www.mendeley.com/research/slowdown-agricultural-productivity-growth-south-america-3
10.1038/522020a,4087143,2496.604,news,"CRISPR, the disruptor",Nature,522,7554,20,24,NA,4f6fa50a3cf058f610003160,3323,2015-06-04T00:00:00+00:00,2015-06-03T14:08:29+00:00,2018-07-10T20:57,"Ledford, Heidi",NA,NA,http://www.mendeley.com/research/crispr-disruptor-1
10.1016/j.econlet.2015.07.004,22139110,3.0,article,The Internet as a general-purpose technology: Firm-level evidence from around the world,Economics Letters,NA,NA,NA,NA,NA,4f6fa5923cf058f610004f0d,1,2015-10-01T00:00:00+00:00,2017-07-18T18:58:46+00:00,2017-06-26T14:07,George R.G. Clarke,NA,NA,http://www.mendeley.com/research/internet-generalpurpose-technology-firmlevel-evidence-around-world
10.5966/sctm.2015-0275,4945064,3.5,article,Regenerative Medicine Build-Out,Stem Cells Translational Medicine,4,12,1373,1379,Wiley-Blackwell,53c3a1df2a83ee055d8b4567,3,2015-12-01T00:00:00+00:00,2016-01-02T03:20:51+00:00,2017-06-23T01:00,Andre Terzic,http://stemcellstm.alphamedpress.org/content/4/12/1373.full.pdf,NA,http://www.mendeley.com/research/regenerative-medicine-buildout
10.1038/cgt.2014.78,3098920,47.71,article,Towards a commercial process for the manufacture of genetically modified T cells for therapy,Cancer Gene Therapy,22,2,72,78,Nature Publishing Group,4f6fa4ea3cf058f61000249b,34,2015-01-23T00:00:00+00:00,2015-01-24T00:22:26+00:00,2018-03-29T14:23,A D Kaiser,https://www.nature.com/articles/cgt201478.pdf,http://www.nature.com/doifinder/10.1038/cgt.2014.78,http://www.mendeley.com/research/towards-commercial-process-manufacture-genetically-modified-t-cells-therapy-6
10.1111/ecoj.12245,4078893,18.58,article,Untangling Trade and Technology: Evidence from Local Labour Markets,Economic Journal,125,584,621,646,NA,4f6fa4dd3cf058f610001b06,6,2015-05-26T00:00:00+00:00,2015-06-01T20:16:44+00:00,2017-06-22T09:05,"Autor, David H.",http://onlinelibrary.wiley.com/doi/10.1111/ecoj.12245/pdf,NA,http://www.mendeley.com/research/untangling-trade-technology-evidence-local-labour-markets
10.1016/j.ssci.2014.05.020,9135202,6.0,article,Barriers to OHS interventions in Small and Medium-sized Enterprises,Safety Science,71,NA,226,241,NA,4f6fa5143cf058f6100034bd,2,2015-01-01T00:00:00+00:00,2016-06-30T09:43:00+00:00,2017-05-25T02:00,Donato Masi,NA,NA,http://www.mendeley.com/research/barriers-ohs-interventions-small-mediumsized-enterprises
10.1007/s10518-015-9795-1,4304783,8.75,article,The 2013 European Seismic Hazard Model: key components and results,Bulletin of Earthquake Engineering,13,12,NA,NA,Springer Netherlands,4f6fa60f3cf058f610006d4a,10,2015-07-22T00:00:00+00:00,2015-07-22T14:44:56+00:00,2017-08-30T12:05,Jochen Woessner,http://link.springer.com/content/pdf/10.1007%2Fs10518-015-9795-1.pdf,http://link.springer.com/10.1007/s10518-015-9795-1,http://www.mendeley.com/research/2013-european-seismic-hazard-model-key-components-results-2
10.1111/disa.12092,2706500,106.73,article,"Social media and disasters: a functional framework for social media use in disaster planning, response, and research.",Disasters,39,1,1,22,NA,4f6fa4eb3cf058f610002711,46,2014-09-21T23:00:00+00:00,2014-09-23T11:05:07+00:00,2018-02-12T04:41,Houston JB,http://onlinelibrary.wiley.com/doi/10.1111/disa.12092/pdf,NA,http://www.mendeley.com/research/social-media-disasters-functional-framework-social-media-disaster-planning-response-research-11
10.1007/s10708-014-9599-x,2765398,7.75,article,"Rethinking big data in digital humanitarianism: practices, epistemologies, and social relations",GeoJournal,80,4,477,490,Springer Netherlands,4f6fa6043cf058f610006566,5,2014-10-09T00:00:00+00:00,2014-10-12T03:30:47+00:00,2017-05-11T01:00,Ryan Burns,http://link.springer.com/content/pdf/10.1007%2Fs10708-014-9599-x.pdf,NA,http://www.mendeley.com/research/rethinking-big-data-digital-humanitarianism-practices-epistemologies-social-relations
10.1016/j.intman.2015.03.004,3905574,4.35,article,Success of Crowd-based Online Technology in Fundraising: An Institutional Perspective,Journal of International Management,NA,NA,NA,NA,NA,4f6fa5963cf058f610005035,5,2015-06-01T00:00:00+00:00,2015-04-14T06:43:02+00:00,2017-05-04T01:00,Nir Kshetri,NA,NA,http://www.mendeley.com/research/success-crowdbased-online-technology-fundraising-institutional-perspective
10.1016/j.actaastro.2015.05.023,20415970,3.0,article,"Space and Open Innovation: Potential, limitations and conditions of success",Acta Astronautica,NA,NA,NA,NA,NA,4f6fa4e73cf058f610002145,1,2015-10-01T00:00:00+00:00,2017-05-23T17:33:14+00:00,2017-05-04T01:00,Magni Johannsson,NA,NA,http://www.mendeley.com/research/space-open-innovation-potential-limitations-conditions-success
10.1016/j.enpol.2015.08.008,4606303,4.0,article,The indirect role of households in shaping US residential energy demand patterns,Energy Policy,NA,NA,NA,NA,NA,4f6fa5923cf058f610004f21,3,2015-11-01T00:00:00+00:00,2015-10-09T16:16:29+00:00,2017-05-01T01:00,Hossein Estiri,NA,NA,http://www.mendeley.com/research/indirect-role-households-shaping-residential-energy-demand-patterns
10.1016/j.agwat.2015.02.003,20639738,3.0,article,"Assessing potential water savings in agriculture on the Hai Basin plain, China",Agricultural Water Management,NA,NA,NA,NA,NA,4f6fa4e83cf058f6100021b0,1,2015-05-01T00:00:00+00:00,2017-05-27T14:02:53+00:00,2017-05-01T01:00,Nana Yan,NA,NA,http://www.mendeley.com/research/assessing-potential-water-savings-agriculture-hai-basin-plain-china
10.1016/j.aap.2015.09.001,4552180,35.95,article,NIOSH national survey of long-haul truck drivers: injury and safety.,Accident Analysis & Prevention,85,NA,66,72,NA,4f6fa4e73cf058f61000213e,21,2015-09-25T22:01:57+00:00,2015-09-25T09:23:52+00:00,2017-04-27T01:00,"Chen, Guang X",NA,http://linkinghub.elsevier.com/retrieve/pii/S0001457515300580,http://www.mendeley.com/research/niosh-national-survey-longhaul-truck-drivers-injury-safety
10.1080/00220388.2015.1056785,19663758,3.0,article,Road Infrastructure and Enterprise Dynamics in Ethiopia,Journal of Development Studies,NA,NA,NA,NA,NA,4f6fa4d93cf058f6100014a7,1,2015-11-02T00:00:00+00:00,2017-04-28T10:58:20+00:00,2017-04-18T20:50,Admasu Shiferaw,NA,NA,http://www.mendeley.com/research/road-infrastructure-enterprise-dynamics-ethiopia
10.1086/681641,19185002,3.0,article,The Anatomy of French Production Hierarchies,Journal of Political Economy,NA,NA,NA,NA,"University of Chicago PressChicago, IL",4f6fa4de3cf058f610001d12,1,2015-08-01T00:00:00+00:00,2017-04-19T18:15:58+00:00,2017-04-13T16:38,Lorenzo Caliendo,NA,NA,http://www.mendeley.com/research/anatomy-french-production-hierarchies
10.1016/j.aap.2014.12.017,3053434,3.25,article,Calibration of skill and judgment in driving: Development of a conceptual framework and the implications for road safety.,Accident Analysis & Prevention,76C,,NA,NA,NA,4f6fa4e73cf058f61000213e,3,2015-01-08T00:00:00+00:00,2015-01-10T03:33:12+00:00,2017-04-10T01:00,Horrey WJ,NA,NA,http://www.mendeley.com/research/calibration-skill-judgment-driving-development-conceptual-framework-implications-road-safety
10.1016/j.tifs.2015.10.007,4727565,8.75,article,The role of hazard- and risk-based approaches in ensuring food safety,Trends in Food Science & Technology,46,2,176,188,NA,4f6fa5153cf058f6100036ac,7,2015-12-01T00:00:00+00:00,2015-11-05T11:54:15+00:00,2017-11-25T08:42,Susan M. Barlow,NA,http://linkinghub.elsevier.com/retrieve/pii/S0924224415300170,http://www.mendeley.com/research/role-hazard-riskbased-approaches-ensuring-food-safety
10.1377/hlthaff.2015.0481,4849643,105.9,article,Measuring Recent Apparent Declines In Longevity: The Role Of Increasing Educational Attainment,Health Affairs,34,12,2167,2173,NIH Public Access,4f6fa4ec3cf058f6100029ba,86,2015-12-01T00:00:00+00:00,2015-12-07T23:12:31+00:00,2018-05-31T17:50,John Bound,http://content.healthaffairs.org/content/34/12/2167.full.pdf,http://content.healthaffairs.org/cgi/doi/10.1377/hlthaff.2015.0481,http://www.mendeley.com/research/measuring-recent-apparent-declines-longevity-role-increasing-educational-attainment
10.1093/annhyg/mev066,6676961,3.0,article,On the Characterization of the Generation Rate and Size-Dependent Crystalline Silica Content of the Dust from Cutting Fiber Cement Siding,Annals of Occupational Hygiene,60,2,220,230,Oxford University Press,4f6fa4e83cf058f61000227f,3,2016-03-21T00:00:00+00:00,2016-04-14T10:40:36+00:00,2017-04-01T01:00,"Qi, Chaolong",https://academic.oup.com/annweh/article-pdf/60/2/220/19609822/mev066.pdf,http://annhyg.oxfordjournals.org/lookup/doi/10.1093/annhyg/mev066,http://www.mendeley.com/research/characterization-generation-rate-sizedependent-crystalline-silica-content-dust-cutting-fiber-cement
10.1016/j.respol.2015.03.003,18684126,3.0,article,"Knowledge stocks, knowledge flows and innovation: Evidence from matched patents and innovation panel data",Research Policy,NA,NA,NA,NA,NA,4f6fa59a3cf058f610005127,1,2015-09-01T00:00:00+00:00,2017-04-09T16:56:44+00:00,2017-03-29T15:31,Stephen Roper,NA,NA,http://www.mendeley.com/research/knowledge-stocks-knowledge-flows-innovation-evidence-matched-patents-innovation-panel-data
10.1080/07377363.2015.998068,18361184,3.0,article,Professing Reform While Seeking Acceptance: The Dilemmas of Teaching Accelerated Courses in Higher Education,The Journal of Continuing Higher Education,NA,NA,NA,NA,Routledge,4f6fa4d83cf058f610001364,1,2015-01-02T00:00:00+00:00,2017-03-31T22:03:14+00:00,2017-03-01T11:21,Carrie Johnson,NA,NA,http://www.mendeley.com/research/professing-reform-while-seeking-acceptance-dilemmas-teaching-accelerated-courses-higher-education
10.1111/sum.12115,5910912,7.25,article,Technologies for increasing carbon storage in soil to mitigate climate change,Soil Use & Management,31,NA,62,71,Wiley/Blackwell (10.1111),4f6fa6063cf058f61000673e,6,2015-10-23T00:00:00+00:00,2016-02-22T10:09:29+00:00,2017-03-01T00:00,"Whitmore, A.P.",http://onlinelibrary.wiley.com/doi/10.1111/sum.12115/pdf,http://doi.wiley.com/10.1111/sum.12115,http://www.mendeley.com/research/technologies-increasing-carbon-storage-soil-mitigate-climate-change
10.1016/j.envint.2014.11.016,4512661,7.05,article,Children's health and vulnerability in outdoor microclimates: A comprehensive review,Environment International,76C,NA,NA,NA,NA,4f6fa4eb3cf058f6100027e3,8,2014-12-10T00:00:00+00:00,2015-09-15T17:37:20+00:00,2017-03-01T00:00,Vanos JK,NA,NA,http://www.mendeley.com/research/childrens-health-vulnerability-outdoor-microclimates-comprehensive-review
10.1093/qje/qjv028,4309474,17.35,article,The Skill Complementarity of Broadband Internet,Quarterly Journal of Economics,130,4,1781,1824,Oxford University Press,4f6fa4df3cf058f610001ed0,10,2015-11-01T00:00:00+00:00,2015-07-23T15:10:41+00:00,2017-08-22T12:30,Anders Akerman,http://qje.oxfordjournals.org/content/early/2015/07/16/qje.qjv028.full.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-124324,http://www.mendeley.com/research/skill-complementarity-broadband-internet
